m,1,0,0,private ad,20/10/2021 16.42.16
e,2,0,0.0,private ad,20/10/2021 16.42.16
t,2,0,0.0,private ad,20/10/2021 16.42.16
x,1,0,0,private ad,20/10/2021 16.42.16
t,3,2,66.67,weather,20/10/2021 16.47.09
o,5,0,0.0,weather,20/10/2021 16.47.09
d,5,0,0.0,weather,20/10/2021 16.47.09
a,3,0,0.0,weather,20/10/2021 16.47.09
y,5,0,0.0,weather,20/10/2021 16.47.09
i,2,0,0.0,weather,20/10/2021 16.47.09
s,2,0,0.0,weather,20/10/2021 16.47.09
c,2,0,0.0,weather,20/10/2021 16.47.09
l,2,0,0.0,weather,20/10/2021 16.47.09
u,2,0,0.0,weather,20/10/2021 16.47.09
t,3,2,66.67,news,20/10/2021 16.47.09
o,5,0,0.0,news,20/10/2021 16.47.09
d,5,0,0.0,news,20/10/2021 16.47.09
a,3,0,0.0,news,20/10/2021 16.47.09
y,5,0,0.0,news,20/10/2021 16.47.09
i,2,0,0.0,news,20/10/2021 16.47.09
s,2,0,0.0,news,20/10/2021 16.47.09
c,2,0,0.0,news,20/10/2021 16.47.09
l,2,0,0.0,news,20/10/2021 16.47.09
u,2,0,0.0,news,20/10/2021 16.47.09
s,1,1,100,private ad,20/10/2021 16.47.09
o,1,0,0,private ad,20/10/2021 16.47.09
m,1,0,0,private ad,20/10/2021 16.47.09
e,2,0,0.0,private ad,20/10/2021 16.47.09
t,2,0,0.0,private ad,20/10/2021 16.47.09
x,1,0,0,private ad,20/10/2021 16.47.09
t,3,2,66.67,weather,20/10/2021 19.36.59
o,5,0,0.0,weather,20/10/2021 19.36.59
d,5,0,0.0,weather,20/10/2021 19.36.59
a,3,0,0.0,weather,20/10/2021 19.36.59
y,5,0,0.0,weather,20/10/2021 19.36.59
i,2,0,0.0,weather,20/10/2021 19.36.59
s,2,0,0.0,weather,20/10/2021 19.36.59
c,2,0,0.0,weather,20/10/2021 19.36.59
l,2,0,0.0,weather,20/10/2021 19.36.59
u,2,0,0.0,weather,20/10/2021 19.36.59
h,1,1,100,news,20/10/2021 19.36.59
e,1,0,0,news,20/10/2021 19.36.59
l,3,0,0.0,news,20/10/2021 19.36.59
o,2,0,0.0,news,20/10/2021 19.36.59
w,1,0,0,news,20/10/2021 19.36.59
r,1,0,0,news,20/10/2021 19.36.59
d,1,0,0,news,20/10/2021 19.36.59
s,1,1,100,private ad,20/10/2021 19.36.59
o,1,0,0,private ad,20/10/2021 19.36.59
m,1,0,0,private ad,20/10/2021 19.36.59
e,2,0,0.0,private ad,20/10/2021 19.36.59
t,2,0,0.0,private ad,20/10/2021 19.36.59
x,1,0,0,private ad,20/10/2021 19.36.59
h,1,1,100,news,20/10/2021 19.37.30
e,1,0,0,news,20/10/2021 19.37.30
l,3,0,0.0,news,20/10/2021 19.37.30
o,2,0,0.0,news,20/10/2021 19.37.30
w,1,0,0,news,20/10/2021 19.37.30
r,1,0,0,news,20/10/2021 19.37.30
d,1,0,0,news,20/10/2021 19.37.30
j,1,1,100,weather,20/10/2021 19.37.30
s,2,0,0.0,weather,20/10/2021 19.37.30
o,3,0,0.0,weather,20/10/2021 19.37.30
n,1,0,0,weather,20/10/2021 19.37.30
f,1,0,0,weather,20/10/2021 19.37.30
i,2,0,0.0,weather,20/10/2021 19.37.30
l,2,0,0.0,weather,20/10/2021 19.37.30
e,1,0,0,weather,20/10/2021 19.37.30
t,1,0,0,weather,20/10/2021 19.37.30
d,2,0,0.0,weather,20/10/2021 19.37.30
a,1,0,0,weather,20/10/2021 19.37.30
y,2,0,0.0,weather,20/10/2021 19.37.30
c,1,0,0,weather,20/10/2021 19.37.30
u,1,0,0,weather,20/10/2021 19.37.30
s,1,1,100,private ad,20/10/2021 19.37.30
o,1,0,0,private ad,20/10/2021 19.37.30
m,1,0,0,private ad,20/10/2021 19.37.30
e,2,0,0.0,private ad,20/10/2021 19.37.30
p,1,0,0,private ad,20/10/2021 19.37.30
r,1,0,0,private ad,20/10/2021 19.37.30
i,1,0,0,private ad,20/10/2021 19.37.30
v,1,0,0,private ad,20/10/2021 19.37.30
a,2,0,0.0,private ad,20/10/2021 19.37.30
t,1,0,0,private ad,20/10/2021 19.37.30
d,2,0,0.0,private ad,20/10/2021 19.37.30
h,1,1,100,news,21/10/2021 13.14.02
e,1,0,0,news,21/10/2021 13.14.02
l,3,0,0.0,news,21/10/2021 13.14.02
o,2,0,0.0,news,21/10/2021 13.14.02
w,1,0,0,news,21/10/2021 13.14.02
r,1,0,0,news,21/10/2021 13.14.02
d,1,0,0,news,21/10/2021 13.14.02
j,1,1,100,weather,21/10/2021 13.14.02
s,2,0,0.0,weather,21/10/2021 13.14.02
o,3,0,0.0,weather,21/10/2021 13.14.02
n,1,0,0,weather,21/10/2021 13.14.02
f,1,0,0,weather,21/10/2021 13.14.02
i,2,0,0.0,weather,21/10/2021 13.14.02
l,2,0,0.0,weather,21/10/2021 13.14.02
e,1,0,0,weather,21/10/2021 13.14.02
t,1,0,0,weather,21/10/2021 13.14.02
d,2,0,0.0,weather,21/10/2021 13.14.02
a,1,0,0,weather,21/10/2021 13.14.02
y,2,0,0.0,weather,21/10/2021 13.14.02
c,1,0,0,weather,21/10/2021 13.14.02
u,1,0,0,weather,21/10/2021 13.14.02
s,1,1,100,private ad,21/10/2021 13.14.02
o,1,0,0,private ad,21/10/2021 13.14.02
m,1,0,0,private ad,21/10/2021 13.14.02
e,2,0,0.0,private ad,21/10/2021 13.14.02
p,1,0,0,private ad,21/10/2021 13.14.02
r,1,0,0,private ad,21/10/2021 13.14.02
i,1,0,0,private ad,21/10/2021 13.14.02
v,1,0,0,private ad,21/10/2021 13.14.02
a,2,0,0.0,private ad,21/10/2021 13.14.02
t,1,0,0,private ad,21/10/2021 13.14.02
d,2,0,0.0,private ad,21/10/2021 13.14.02
x,1,1,100,news,21/10/2021 13.15.07
m,1,0,0,news,21/10/2021 13.15.07
l,5,0,0.0,news,21/10/2021 13.15.07
f,1,0,0,news,21/10/2021 13.15.07
i,1,0,0,news,21/10/2021 13.15.07
e,2,0,0.0,news,21/10/2021 13.15.07
h,1,1,100,news,21/10/2021 13.15.07
o,2,0,0.0,news,21/10/2021 13.15.07
w,1,0,0,news,21/10/2021 13.15.07
r,1,0,0,news,21/10/2021 13.15.07
d,1,0,0,news,21/10/2021 13.15.07
x,1,1,100,weather,21/10/2021 13.15.07
m,1,0,0,weather,21/10/2021 13.15.07
l,3,0,0.0,weather,21/10/2021 13.15.07
f,1,0,0,weather,21/10/2021 13.15.07
i,2,0,0.0,weather,21/10/2021 13.15.07
e,1,0,0,weather,21/10/2021 13.15.07
t,1,1,100,weather,21/10/2021 13.15.07
o,2,0,0.0,weather,21/10/2021 13.15.07
d,2,0,0.0,weather,21/10/2021 13.15.07
a,1,0,0,weather,21/10/2021 13.15.07
y,2,0,0.0,weather,21/10/2021 13.15.07
s,1,0,0,weather,21/10/2021 13.15.07
c,1,0,0,weather,21/10/2021 13.15.07
u,1,0,0,weather,21/10/2021 13.15.07
x,1,1,100,private ad,21/10/2021 13.15.07
m,1,0,0,private ad,21/10/2021 13.15.07
l,5,0,0.0,private ad,21/10/2021 13.15.07
f,1,0,0,private ad,21/10/2021 13.15.07
i,1,0,0,private ad,21/10/2021 13.15.07
e,2,0,0.0,private ad,21/10/2021 13.15.07
h,1,1,100,private ad,21/10/2021 13.15.07
o,2,0,0.0,private ad,21/10/2021 13.15.07
w,1,0,0,private ad,21/10/2021 13.15.07
r,1,0,0,private ad,21/10/2021 13.15.07
d,1,0,0,private ad,21/10/2021 13.15.07
t,3,2,66.67,weather,28/10/2021 23.38.27
o,5,0,0.0,weather,28/10/2021 23.38.27
d,5,0,0.0,weather,28/10/2021 23.38.27
a,3,0,0.0,weather,28/10/2021 23.38.27
y,5,0,0.0,weather,28/10/2021 23.38.27
i,2,0,0.0,weather,28/10/2021 23.38.27
s,2,0,0.0,weather,28/10/2021 23.38.27
c,2,0,0.0,weather,28/10/2021 23.38.27
l,2,0,0.0,weather,28/10/2021 23.38.27
u,2,0,0.0,weather,28/10/2021 23.38.27
h,1,1,100,news,28/10/2021 23.38.27
e,1,0,0,news,28/10/2021 23.38.27
l,3,0,0.0,news,28/10/2021 23.38.27
o,2,0,0.0,news,28/10/2021 23.38.27
w,1,0,0,news,28/10/2021 23.38.27
r,1,0,0,news,28/10/2021 23.38.27
d,1,0,0,news,28/10/2021 23.38.27
s,1,1,100,private ad,28/10/2021 23.38.27
o,1,0,0,private ad,28/10/2021 23.38.27
m,1,0,0,private ad,28/10/2021 23.38.27
e,2,0,0.0,private ad,28/10/2021 23.38.27
t,2,0,0.0,private ad,28/10/2021 23.38.27
x,1,0,0,private ad,28/10/2021 23.38.27
h,1,1,100,news,28/10/2021 23.39.08
e,1,0,0,news,28/10/2021 23.39.08
l,3,0,0.0,news,28/10/2021 23.39.08
o,2,0,0.0,news,28/10/2021 23.39.08
w,1,0,0,news,28/10/2021 23.39.08
r,1,0,0,news,28/10/2021 23.39.08
d,1,0,0,news,28/10/2021 23.39.08
j,1,1,100,weather,28/10/2021 23.39.08
s,2,0,0.0,weather,28/10/2021 23.39.08
o,3,0,0.0,weather,28/10/2021 23.39.08
n,1,0,0,weather,28/10/2021 23.39.08
f,1,0,0,weather,28/10/2021 23.39.08
i,2,0,0.0,weather,28/10/2021 23.39.08
l,2,0,0.0,weather,28/10/2021 23.39.08
e,1,0,0,weather,28/10/2021 23.39.08
t,1,0,0,weather,28/10/2021 23.39.08
d,2,0,0.0,weather,28/10/2021 23.39.08
a,1,0,0,weather,28/10/2021 23.39.08
y,2,0,0.0,weather,28/10/2021 23.39.08
c,1,0,0,weather,28/10/2021 23.39.08
u,1,0,0,weather,28/10/2021 23.39.08
s,1,1,100,private ad,28/10/2021 23.39.08
o,1,0,0,private ad,28/10/2021 23.39.08
m,1,0,0,private ad,28/10/2021 23.39.08
e,2,0,0.0,private ad,28/10/2021 23.39.08
p,1,0,0,private ad,28/10/2021 23.39.08
r,1,0,0,private ad,28/10/2021 23.39.08
i,1,0,0,private ad,28/10/2021 23.39.08
v,1,0,0,private ad,28/10/2021 23.39.08
a,2,0,0.0,private ad,28/10/2021 23.39.08
t,1,0,0,private ad,28/10/2021 23.39.08
d,2,0,0.0,private ad,28/10/2021 23.39.08
x,1,1,100,news,28/10/2021 23.39.15
m,1,0,0,news,28/10/2021 23.39.15
l,5,0,0.0,news,28/10/2021 23.39.15
f,1,0,0,news,28/10/2021 23.39.15
i,1,0,0,news,28/10/2021 23.39.15
e,2,0,0.0,news,28/10/2021 23.39.15
h,1,1,100,news,28/10/2021 23.39.15
o,2,0,0.0,news,28/10/2021 23.39.15
w,1,0,0,news,28/10/2021 23.39.15
r,1,0,0,news,28/10/2021 23.39.15
d,1,0,0,news,28/10/2021 23.39.15
x,1,1,100,weather,28/10/2021 23.39.15
m,1,0,0,weather,28/10/2021 23.39.15
l,3,0,0.0,weather,28/10/2021 23.39.15
f,1,0,0,weather,28/10/2021 23.39.15
i,2,0,0.0,weather,28/10/2021 23.39.15
e,1,0,0,weather,28/10/2021 23.39.15
t,1,1,100,weather,28/10/2021 23.39.15
o,2,0,0.0,weather,28/10/2021 23.39.15
d,2,0,0.0,weather,28/10/2021 23.39.15
a,1,0,0,weather,28/10/2021 23.39.15
y,2,0,0.0,weather,28/10/2021 23.39.15
s,1,0,0,weather,28/10/2021 23.39.15
c,1,0,0,weather,28/10/2021 23.39.15
u,1,0,0,weather,28/10/2021 23.39.15
x,1,1,100,private ad,28/10/2021 23.39.15
m,1,0,0,private ad,28/10/2021 23.39.15
l,5,0,0.0,private ad,28/10/2021 23.39.15
f,1,0,0,private ad,28/10/2021 23.39.15
i,1,0,0,private ad,28/10/2021 23.39.15
e,2,0,0.0,private ad,28/10/2021 23.39.15
h,1,1,100,private ad,28/10/2021 23.39.15
o,2,0,0.0,private ad,28/10/2021 23.39.15
w,1,0,0,private ad,28/10/2021 23.39.15
r,1,0,0,private ad,28/10/2021 23.39.15
d,1,0,0,private ad,28/10/2021 23.39.15
t,3,2,66.67,weather,29/10/2021 00.47.07
o,5,0,0.0,weather,29/10/2021 00.47.07
d,5,0,0.0,weather,29/10/2021 00.47.07
a,3,0,0.0,weather,29/10/2021 00.47.07
y,5,0,0.0,weather,29/10/2021 00.47.07
i,2,0,0.0,weather,29/10/2021 00.47.07
s,2,0,0.0,weather,29/10/2021 00.47.07
c,2,0,0.0,weather,29/10/2021 00.47.07
l,2,0,0.0,weather,29/10/2021 00.47.07
u,2,0,0.0,weather,29/10/2021 00.47.07
h,1,1,100,news,29/10/2021 00.47.07
e,1,0,0,news,29/10/2021 00.47.07
l,3,0,0.0,news,29/10/2021 00.47.07
o,2,0,0.0,news,29/10/2021 00.47.07
w,1,0,0,news,29/10/2021 00.47.07
r,1,0,0,news,29/10/2021 00.47.07
d,1,0,0,news,29/10/2021 00.47.07
s,1,1,100,private ad,29/10/2021 00.47.07
o,1,0,0,private ad,29/10/2021 00.47.07
m,1,0,0,private ad,29/10/2021 00.47.07
e,2,0,0.0,private ad,29/10/2021 00.47.07
t,2,0,0.0,private ad,29/10/2021 00.47.07
x,1,0,0,private ad,29/10/2021 00.47.07
h,1,1,100,news,29/10/2021 00.47.13
e,1,0,0,news,29/10/2021 00.47.13
l,3,0,0.0,news,29/10/2021 00.47.13
o,2,0,0.0,news,29/10/2021 00.47.13
w,1,0,0,news,29/10/2021 00.47.13
r,1,0,0,news,29/10/2021 00.47.13
d,1,0,0,news,29/10/2021 00.47.13
j,1,1,100,weather,29/10/2021 00.47.13
s,2,0,0.0,weather,29/10/2021 00.47.13
o,3,0,0.0,weather,29/10/2021 00.47.13
n,1,0,0,weather,29/10/2021 00.47.13
f,1,0,0,weather,29/10/2021 00.47.13
i,2,0,0.0,weather,29/10/2021 00.47.13
l,2,0,0.0,weather,29/10/2021 00.47.13
e,1,0,0,weather,29/10/2021 00.47.13
t,1,0,0,weather,29/10/2021 00.47.13
d,2,0,0.0,weather,29/10/2021 00.47.13
a,1,0,0,weather,29/10/2021 00.47.13
y,2,0,0.0,weather,29/10/2021 00.47.13
c,1,0,0,weather,29/10/2021 00.47.13
u,1,0,0,weather,29/10/2021 00.47.13
s,1,1,100,private ad,29/10/2021 00.47.13
o,1,0,0,private ad,29/10/2021 00.47.13
m,1,0,0,private ad,29/10/2021 00.47.13
e,2,0,0.0,private ad,29/10/2021 00.47.13
p,1,0,0,private ad,29/10/2021 00.47.13
r,1,0,0,private ad,29/10/2021 00.47.13
i,1,0,0,private ad,29/10/2021 00.47.13
v,1,0,0,private ad,29/10/2021 00.47.13
a,2,0,0.0,private ad,29/10/2021 00.47.13
t,1,0,0,private ad,29/10/2021 00.47.13
d,2,0,0.0,private ad,29/10/2021 00.47.13
x,1,1,100,news,29/10/2021 00.48.28
m,1,0,0,news,29/10/2021 00.48.28
l,5,0,0.0,news,29/10/2021 00.48.28
f,1,0,0,news,29/10/2021 00.48.28
i,1,0,0,news,29/10/2021 00.48.28
e,2,0,0.0,news,29/10/2021 00.48.28
h,1,1,100,news,29/10/2021 00.48.28
o,2,0,0.0,news,29/10/2021 00.48.28
w,1,0,0,news,29/10/2021 00.48.28
r,1,0,0,news,29/10/2021 00.48.28
d,1,0,0,news,29/10/2021 00.48.28
x,1,1,100,weather,29/10/2021 00.48.28
m,1,0,0,weather,29/10/2021 00.48.28
l,3,0,0.0,weather,29/10/2021 00.48.28
f,1,0,0,weather,29/10/2021 00.48.28
i,2,0,0.0,weather,29/10/2021 00.48.28
e,1,0,0,weather,29/10/2021 00.48.28
t,1,1,100,weather,29/10/2021 00.48.28
o,2,0,0.0,weather,29/10/2021 00.48.28
d,2,0,0.0,weather,29/10/2021 00.48.28
a,1,0,0,weather,29/10/2021 00.48.28
y,2,0,0.0,weather,29/10/2021 00.48.28
s,1,0,0,weather,29/10/2021 00.48.28
c,1,0,0,weather,29/10/2021 00.48.28
u,1,0,0,weather,29/10/2021 00.48.28
x,1,1,100,private ad,29/10/2021 00.48.28
m,1,0,0,private ad,29/10/2021 00.48.28
l,5,0,0.0,private ad,29/10/2021 00.48.28
f,1,0,0,private ad,29/10/2021 00.48.28
i,1,0,0,private ad,29/10/2021 00.48.28
e,2,0,0.0,private ad,29/10/2021 00.48.28
h,1,1,100,private ad,29/10/2021 00.48.28
o,2,0,0.0,private ad,29/10/2021 00.48.28
w,1,0,0,private ad,29/10/2021 00.48.28
r,1,0,0,private ad,29/10/2021 00.48.28
d,1,0,0,private ad,29/10/2021 00.48.28
t,3,2,66.67,weather,29/10/2021 10.58.25
o,5,0,0.0,weather,29/10/2021 10.58.25
d,5,0,0.0,weather,29/10/2021 10.58.25
a,3,0,0.0,weather,29/10/2021 10.58.25
y,5,0,0.0,weather,29/10/2021 10.58.25
i,2,0,0.0,weather,29/10/2021 10.58.25
s,2,0,0.0,weather,29/10/2021 10.58.25
c,2,0,0.0,weather,29/10/2021 10.58.25
l,2,0,0.0,weather,29/10/2021 10.58.25
u,2,0,0.0,weather,29/10/2021 10.58.25
h,1,1,100,news,29/10/2021 10.58.25
e,1,0,0,news,29/10/2021 10.58.25
l,3,0,0.0,news,29/10/2021 10.58.25
o,2,0,0.0,news,29/10/2021 10.58.25
w,1,0,0,news,29/10/2021 10.58.25
r,1,0,0,news,29/10/2021 10.58.25
d,1,0,0,news,29/10/2021 10.58.25
s,1,1,100,private ad,29/10/2021 10.58.25
o,1,0,0,private ad,29/10/2021 10.58.25
m,1,0,0,private ad,29/10/2021 10.58.25
e,2,0,0.0,private ad,29/10/2021 10.58.25
t,2,0,0.0,private ad,29/10/2021 10.58.25
x,1,0,0,private ad,29/10/2021 10.58.25
h,1,1,100,news,29/10/2021 10.58.29
e,1,0,0,news,29/10/2021 10.58.29
l,3,0,0.0,news,29/10/2021 10.58.29
o,2,0,0.0,news,29/10/2021 10.58.29
w,1,0,0,news,29/10/2021 10.58.29
r,1,0,0,news,29/10/2021 10.58.29
d,1,0,0,news,29/10/2021 10.58.29
j,1,1,100,weather,29/10/2021 10.58.29
s,2,0,0.0,weather,29/10/2021 10.58.29
o,3,0,0.0,weather,29/10/2021 10.58.29
n,1,0,0,weather,29/10/2021 10.58.29
f,1,0,0,weather,29/10/2021 10.58.29
i,2,0,0.0,weather,29/10/2021 10.58.29
l,2,0,0.0,weather,29/10/2021 10.58.29
e,1,0,0,weather,29/10/2021 10.58.29
t,1,0,0,weather,29/10/2021 10.58.29
d,2,0,0.0,weather,29/10/2021 10.58.29
a,1,0,0,weather,29/10/2021 10.58.29
y,2,0,0.0,weather,29/10/2021 10.58.29
c,1,0,0,weather,29/10/2021 10.58.29
u,1,0,0,weather,29/10/2021 10.58.29
s,1,1,100,private ad,29/10/2021 10.58.29
o,1,0,0,private ad,29/10/2021 10.58.29
m,1,0,0,private ad,29/10/2021 10.58.29
e,2,0,0.0,private ad,29/10/2021 10.58.29
p,1,0,0,private ad,29/10/2021 10.58.29
r,1,0,0,private ad,29/10/2021 10.58.29
i,1,0,0,private ad,29/10/2021 10.58.29
v,1,0,0,private ad,29/10/2021 10.58.29
a,2,0,0.0,private ad,29/10/2021 10.58.29
t,1,0,0,private ad,29/10/2021 10.58.29
d,2,0,0.0,private ad,29/10/2021 10.58.29
t,3,2,66.67,weather,29/10/2021 11.01.31
o,5,0,0.0,weather,29/10/2021 11.01.31
d,5,0,0.0,weather,29/10/2021 11.01.31
a,3,0,0.0,weather,29/10/2021 11.01.31
y,5,0,0.0,weather,29/10/2021 11.01.31
i,2,0,0.0,weather,29/10/2021 11.01.31
s,2,0,0.0,weather,29/10/2021 11.01.31
c,2,0,0.0,weather,29/10/2021 11.01.31
l,2,0,0.0,weather,29/10/2021 11.01.31
u,2,0,0.0,weather,29/10/2021 11.01.31
h,1,1,100,news,29/10/2021 11.01.31
e,1,0,0,news,29/10/2021 11.01.31
l,3,0,0.0,news,29/10/2021 11.01.31
o,2,0,0.0,news,29/10/2021 11.01.31
w,1,0,0,news,29/10/2021 11.01.31
r,1,0,0,news,29/10/2021 11.01.31
d,1,0,0,news,29/10/2021 11.01.31
s,1,1,100,private ad,29/10/2021 11.01.31
o,1,0,0,private ad,29/10/2021 11.01.31
m,1,0,0,private ad,29/10/2021 11.01.31
e,2,0,0.0,private ad,29/10/2021 11.01.31
t,2,0,0.0,private ad,29/10/2021 11.01.31
x,1,0,0,private ad,29/10/2021 11.01.31
